id,No_of_files,size_conv,CSV,Other,Upvotes,Medals,Month_since,Day,Usability,Date,,
2358,120,14000000,N,Y,10,No Medal,54,Mon,3.8,6/29/2020,,
2359,1,54000000,Y,N,10,No Medal,54,Mon,6.5,6/29/2020,,
2360,35340,63000000,N,Y,34,Bronze,54,Tue,8.1,6/30/2020,,
2361,1,2000,N,Y,60,Gold,54,Tue,2.5,6/30/2020,,
2362,1,3000,Y,N,16,No Medal,54,Tue,8.2,6/30/2020,,
2363,6362,1000000000,Y,Y,137,Silver,54,Tue,9.4,6/30/2020,,
2364,1,28000,Y,N,27,No Medal,54,Tue,9.7,6/30/2020,,
2365,6,270000,N,Y,9,No Medal,54,Tue,5.6,6/30/2020,,
2366,1,70000000,Y,N,47,Bronze,54,Tue,8.2,6/30/2020,,
2367,1,2000,Y,N,22,Bronze,54,Tue,8.5,6/30/2020,,
2368,3,54000,Y,N,81,Silver,55,Wed,10,7/1/2020,,
2369,1,21000,Y,N,52,Silver,55,Wed,10,7/1/2020,,
2370,74,712000000,Y,Y,20,Bronze,55,Wed,8.2,7/1/2020,,
2371,8648,105000000,N,Y,243,Gold,55,Thu,8.8,7/2/2020,,
2372,122,1000000,N,Y,16,Bronze,55,Thu,6.3,7/2/2020,,
2373,5,49000000,N,Y,12,No Medal,55,Fri,2.5,7/3/2020,,
2374,1,314000,Y,N,23,Bronze,55,Fri,5.9,7/3/2020,,
2375,1,65000,Y,N,15,No Medal,55,Fri,5.3,7/3/2020,,
2376,13,1000000,Y,N,679,Gold,55,Sat,10,7/4/2020,,
2377,3,220000000,Y,N,158,Silver,55,Sat,10,7/4/2020,,
2378,1,17000000,Y,N,21,No Medal,55,Sat,4.7,7/4/2020,,
2379,1,3000000,Y,N,16,No Medal,55,Sat,4.7,7/4/2020,,
2380,3928,10000000000,Y,Y,33,Silver,55,Sat,6.5,7/4/2020,,
2381,4525,13000000000,Y,Y,67,Gold,55,Sat,6.5,7/4/2020,,
2382,1,2000000,Y,N,17,No Medal,55,Sat,7.9,7/4/2020,,
2383,1,50000,Y,N,24,Bronze,55,Sun,5.3,7/5/2020,,
2384,195,21000000,N,Y,47,Silver,55,Sun,7.5,7/5/2020,,
2385,1,4000,Y,N,59,Bronze,55,Sun,9.4,7/5/2020,,
2386,605,259000000,N,Y,26,Bronze,55,Sun,9.4,7/5/2020,,
2387,3819,10000000000,Y,Y,34,Silver,55,Sun,6.5,7/5/2020,,
2388,4394,12000000000,Y,Y,40,Silver,55,Sun,6.5,7/5/2020,,
2389,4713,12000000000,Y,Y,36,Silver,55,Sun,6.5,7/5/2020,,
2390,10,1000000,N,Y,12,Bronze,55,Sun,8.8,7/5/2020,,
2391,2,537000,Y,Y,11,No Medal,55,Sun,10,7/5/2020,,
2392,1,917000,Y,N,15,Bronze,55,Sun,9.4,7/5/2020,,
2393,1,443000,N,Y,9,No Medal,55,Mon,3.8,7/6/2020,,
2394,1,18000,Y,N,30,Bronze,55,Mon,7.6,7/6/2020,,
2395,1,39000,Y,N,6,No Medal,55,Mon,6.5,7/6/2020,,
2396,3,240000,Y,N,48,Silver,55,Mon,8.5,7/6/2020,,
2397,2900,169000000,N,Y,64,No Medal,55,Tue,4.4,7/7/2020,,
2398,1,2000,Y,N,9,No Medal,55,Tue,1.8,7/7/2020,,
2399,1,95000,Y,N,123,Gold,55,Tue,10,7/7/2020,,
2400,2,2000000000,N,Y,14,Bronze,55,Tue,10,7/7/2020,,
2401,620258,450000000,N,Y,22,No Medal,55,Tue,6.9,7/7/2020,,
2402,3,13000,Y,N,16,No Medal,55,Wed,8.2,7/8/2020,,
2403,1,12000,Y,N,64,Bronze,55,Thu,9.4,7/9/2020,,
2404,4079,568000000,N,Y,33,Bronze,55,Thu,8.8,7/9/2020,,
2405,1,878000,Y,N,14,No Medal,55,Thu,10,7/9/2020,,
2406,2,3000,Y,N,10,No Medal,55,Fri,9.7,7/10/2020,,
2407,32,801000000,Y,Y,146,Gold,55,Fri,5.9,7/10/2020,,
2408,1,130000,Y,N,21,Bronze,55,Fri,9.4,7/10/2020,,
2409,31,1000000000,Y,Y,37,Silver,55,Fri,5.9,7/10/2020,,
2410,32,225000000,Y,Y,25,Bronze,55,Fri,5.9,7/10/2020,,
2411,31,891000000,Y,Y,34,Bronze,55,Fri,5.9,7/10/2020,,
2412,32,6000000000,Y,Y,67,Silver,55,Fri,5.9,7/10/2020,,
2413,31,3000000000,Y,Y,90,Gold,55,Fri,5.9,7/10/2020,,
2414,2,123000,Y,Y,178,Silver,55,Sat,9.7,7/11/2020,,
2415,1,5000,Y,N,7,No Medal,55,Sat,8.2,7/11/2020,,
2416,2620,124000000,N,Y,17,Bronze,55,Sat,7.5,7/11/2020,,
2417,182,5000000000,N,Y,108,Silver,55,Sun,8.8,7/12/2020,,
2418,80,12000000000,N,Y,31,Bronze,55,Sun,8.8,7/12/2020,,
2419,2,2000000,Y,Y,35,Bronze,55,Sun,10,7/12/2020,,
2420,20000,25000000000,N,Y,135,Silver,55,Sun,8.8,7/12/2020,,
2421,2,3000000,Y,Y,46,Bronze,55,Sun,9.1,7/12/2020,,
2422,1,9000,Y,N,63,Silver,55,Sun,10,7/12/2020,,
2423,8092,1000000000,N,Y,47,Silver,55,Sun,5.6,7/12/2020,,
2424,4,54000000,Y,Y,10,No Medal,55,Sun,6.5,7/12/2020,,
2425,1,5000,Y,N,1,No Medal,55,Sun,1.8,7/12/2020,,
2426,11,7000000,Y,N,1558,Gold,55,Mon,10,7/13/2020,,
2427,1,2000000,N,Y,50,Bronze,55,Mon,10,7/13/2020,,
2428,2,389000,Y,Y,13,Bronze,55,Mon,9.4,7/13/2020,,
2429,333897,215000000,N,Y,20,Bronze,55,Mon,9.4,7/13/2020,,
2430,2,3000000,Y,N,8,No Medal,55,Mon,10,7/13/2020,,
2431,1,19000000,Y,N,13,No Medal,55,Mon,8.8,7/13/2020,,
2432,1,2000000,Y,N,522,Gold,55,Tue,10,7/14/2020,,
2433,1,2000,Y,N,15,Bronze,55,Tue,8.5,7/14/2020,,
2434,1075,156000000,N,Y,31,No Medal,55,Tue,8.8,7/14/2020,,
2435,5,17000,N,Y,14,Bronze,55,Tue,10,7/14/2020,,
2436,1,41000,Y,N,28,Bronze,55,Tue,8.8,7/14/2020,,
2437,4,10000000,Y,Y,30,Bronze,55,Tue,8.8,7/14/2020,,
2438,2,241000,Y,N,18,Bronze,55,Tue,8.8,7/14/2020,,
2439,1,2000,Y,N,14,No Medal,55,Tue,8.2,7/14/2020,,
2440,1,4000000,Y,N,5,No Medal,55,Tue,10,7/14/2020,,
2441,69,504000000,N,Y,23,Bronze,55,Wed,1.9,7/15/2020,,
2442,4,21000,Y,N,186,Silver,55,Wed,10,7/15/2020,,
2443,1006,217000000,N,Y,89,Bronze,55,Wed,6.9,7/15/2020,,
2444,1,23000,Y,N,25,No Medal,55,Wed,3.5,7/15/2020,,
2445,1,6000000,N,Y,56,Bronze,55,Thu,3.5,7/16/2020,,
2446,1,5000000,Y,N,92,Silver,55,Thu,10,7/16/2020,,
2447,1801,60000000,N,Y,50,No Medal,55,Thu,7.5,7/16/2020,,
2448,1,22000,Y,N,14,Bronze,55,Thu,10,7/16/2020,,
2449,44111,3000000000,Y,Y,59,Silver,55,Thu,5.9,7/16/2020,,
2450,44111,830000000,Y,Y,88,Gold,55,Thu,5.9,7/16/2020,,
2451,1,167000,Y,N,87,Bronze,55,Fri,9.4,7/17/2020,,
2452,52,14000000,Y,Y,117,Silver,55,Fri,9.4,7/17/2020,,
2453,1,3000000,N,Y,32,Bronze,55,Fri,7.1,7/17/2020,,
2454,1,67000,Y,N,14,Bronze,55,Fri,10,7/17/2020,,
2455,2,5000000,Y,N,28,No Medal,55,Fri,5.9,7/17/2020,,
2456,1,5000000,Y,N,41,Bronze,55,Fri,10,7/17/2020,,
2457,1,410000,N,Y,5,No Medal,55,Fri,3.1,7/17/2020,,
2458,932,436000000,N,Y,17,No Medal,55,Fri,6.9,7/17/2020,,
2459,1,26000,Y,N,16,Bronze,55,Fri,2.9,7/17/2020,,
2460,1,728000,Y,N,53,No Medal,55,Sat,8.2,7/18/2020,,
2461,1,3000000,Y,N,33,Bronze,55,Sat,10,7/18/2020,,
2462,74,800000,N,Y,11,No Medal,55,Sat,1.9,7/18/2020,,
2463,2,291000,Y,N,11,Bronze,55,Sat,9.7,7/18/2020,,
2464,10,560000000,Y,Y,147,Silver,55,Sat,9.1,7/18/2020,,
2465,35887,63000000,N,Y,716,Gold,55,Sun,7.5,7/19/2020,,
2466,131669,232000000,N,Y,11,No Medal,55,Sun,7.5,7/19/2020,,
2467,3,4000000,Y,N,25,No Medal,55,Sun,10,7/19/2020,,
2468,1,119000,Y,N,10,No Medal,55,Sun,4.7,7/19/2020,,
2469,1,22000,Y,N,15,Bronze,55,Mon,4.7,7/20/2020,,
2470,1,7000000,Y,N,83,Bronze,55,Mon,10,7/20/2020,,
2471,1,6000,Y,N,28,Bronze,55,Mon,9.1,7/20/2020,,
2472,3,84000,Y,N,52,Silver,55,Mon,10,7/20/2020,,
2473,25332,1000000000,Y,Y,36,Silver,55,Mon,5.9,7/20/2020,,
2474,1,118000000,Y,N,16,Bronze,55,Mon,5.3,7/20/2020,,
2475,1,15000000,Y,N,6,No Medal,55,Tue,1.8,7/21/2020,,
2476,4,57000,Y,Y,20,Bronze,55,Tue,8.2,7/21/2020,,
2477,1,3000000,Y,N,43,Bronze,55,Tue,10,7/21/2020,,
2478,1,1000000,Y,N,6,No Medal,55,Tue,2.9,7/21/2020,,
2479,1,44000,Y,N,22,Bronze,55,Tue,9.7,7/21/2020,,
2480,1,9000000,Y,N,69,Bronze,55,Wed,10,7/22/2020,,
2481,3,2000000,Y,N,15,Bronze,55,Wed,2.9,7/22/2020,,
2482,3,8000000,Y,Y,180,Silver,55,Wed,9.7,7/22/2020,,
2483,18,14000000,Y,Y,8,No Medal,55,Thu,1.8,7/23/2020,,
2484,7,24000,Y,N,207,Gold,55,Thu,10,7/23/2020,,
2485,6,46000000,Y,Y,13,Bronze,55,Thu,5.3,7/23/2020,,
2486,1,26000,Y,N,42,Bronze,55,Thu,5.9,7/23/2020,,
2487,10030,3000000000,Y,Y,22,Bronze,55,Thu,7.1,7/23/2020,,
2488,33,799000,Y,N,202,Bronze,55,Thu,7.9,7/23/2020,,
2489,14,78000,Y,N,14,Bronze,55,Thu,9.4,7/23/2020,,
2490,2200,25000000,N,Y,17,No Medal,55,Thu,8.8,7/23/2020,,
2491,153,3000000,Y,Y,189,Gold,55,Thu,9.1,7/23/2020,,
2492,1,8000000,Y,N,92,Bronze,55,Fri,9.1,7/24/2020,,
2493,1,307000,Y,N,30,No Medal,55,Fri,7.6,7/24/2020,,
2494,1,37000000,Y,N,10,No Medal,55,Fri,9.1,7/24/2020,,
2495,68352,50000000,N,Y,7,No Medal,55,Fri,5.6,7/24/2020,,
2496,11,14000000,Y,N,72,Bronze,55,Fri,10,7/24/2020,,
2497,2194,251000000,N,Y,14,Bronze,55,Fri,7.5,7/24/2020,,
2498,3,2000000,Y,N,148,Silver,55,Fri,10,7/24/2020,,
2499,1,268000,Y,N,132,Silver,55,Sat,10,7/25/2020,,
2500,1,6000,Y,N,79,Silver,55,Sat,10,7/25/2020,,
2501,3,240000,Y,N,11,No Medal,55,Sat,7.1,7/25/2020,,
2502,3,1000000,Y,Y,30,No Medal,55,Sat,7.9,7/25/2020,,
2503,1,33000,Y,N,18,Bronze,55,Sat,10,7/25/2020,,
2504,440,203000000,N,Y,36,Bronze,55,Sat,4.4,7/25/2020,,
2505,1,349000000,Y,N,108,Bronze,55,Sat,10,7/25/2020,,
2506,2,4000000,Y,N,18,No Medal,55,Sat,10,7/25/2020,,
2507,3,87000,Y,Y,5,No Medal,55,Sat,8.8,7/25/2020,,
2508,3764,15000000,Y,Y,218,Silver,55,Sun,9.4,7/26/2020,,
2509,458,32000000,N,Y,39,No Medal,55,Sun,5.6,7/26/2020,,
2510,3,517000,Y,Y,29,Bronze,55,Sun,10,7/26/2020,,
2511,1,14000,Y,N,133,Gold,55,Sun,10,7/26/2020,,
2512,1125,96000000,N,Y,41,Bronze,55,Sun,8.8,7/26/2020,,
2513,1,11000,Y,N,28,Bronze,55,Sun,10,7/26/2020,,
2514,1,75000,Y,N,7,No Medal,55,Sun,10,7/26/2020,,
2515,2,99000,Y,N,8,No Medal,55,Sun,1.2,7/26/2020,,
2516,1,12000,Y,N,25,Bronze,55,Mon,7.6,7/27/2020,,
2517,2,6000,Y,N,15,No Medal,55,Mon,2.4,7/27/2020,,
2518,9,49000,Y,N,15,Bronze,55,Mon,8.8,7/27/2020,,
2519,2,6000000,N,Y,19,Bronze,55,Mon,10,7/27/2020,,
2520,5,76000000,Y,N,425,Gold,55,Tue,10,7/28/2020,,
2521,58754,18000000,N,Y,66,Silver,55,Tue,8.8,7/28/2020,,
2522,1,197000,N,Y,47,Silver,55,Tue,8.5,7/28/2020,,
2523,30000,3000000000,N,Y,31,Bronze,55,Tue,3.8,7/28/2020,,
2524,1,9000,Y,N,4,No Medal,55,Tue,1.8,7/28/2020,,
2525,1,2000,Y,N,32,Bronze,55,Tue,8.8,7/28/2020,,
2526,1,3000,Y,N,1,No Medal,55,Tue,2.9,7/28/2020,,
2527,990,262000000,N,Y,30,Bronze,55,Wed,8.8,7/29/2020,,
2528,2,127000,Y,Y,76,Silver,55,Wed,10,7/29/2020,,
2529,2,845000,Y,N,194,Silver,55,Wed,9.7,7/29/2020,,
2530,2,792000,Y,Y,4,No Medal,55,Wed,10,7/29/2020,,
2531,56092,530000000,N,Y,64,Bronze,55,Wed,8.8,7/29/2020,,
2532,1693,842000000,N,Y,33,Bronze,55,Wed,8.1,7/29/2020,,
2533,2,12000000,Y,Y,62,No Medal,55,Thu,8.2,7/30/2020,,
2534,1,25000000,Y,N,559,Gold,55,Thu,10,7/30/2020,,
2535,1,129000,Y,N,361,Gold,55,Thu,9.7,7/30/2020,,
2536,35887,63000000,N,Y,34,No Medal,55,Thu,4.4,7/30/2020,,
2537,14324,489000000,N,Y,12,No Medal,55,Thu,8.8,7/30/2020,,
2538,1844,212000000,N,Y,51,Bronze,55,Thu,8.8,7/30/2020,,
2539,3,118000000,Y,N,108,Silver,55,Fri,8.5,7/31/2020,,
2540,2,4000,Y,Y,108,Silver,55,Fri,10,7/31/2020,,
2541,1,2000000,Y,N,34,Bronze,55,Fri,10,7/31/2020,,
2542,8,1000000,Y,N,55,Silver,55,Fri,9.1,7/31/2020,,
2543,1,3000,Y,N,1,No Medal,55,Fri,3.5,7/31/2020,,
2544,7553,171000000,N,Y,135,Silver,56,Sat,6.3,8/1/2020,,
2545,3420,315000000,N,Y,14,Bronze,56,Sat,6.3,8/1/2020,,
2546,2202,247000000,Y,Y,8,No Medal,56,Sat,6.5,8/1/2020,,
2547,2,318000,Y,N,29,No Medal,56,Sun,10,8/2/2020,,
2548,2,1000000,Y,N,142,Silver,56,Sun,10,8/2/2020,,
2549,1,1000,Y,N,22,No Medal,56,Sun,7.1,8/2/2020,,
2550,1,62000000,Y,N,71,Bronze,56,Sun,7.4,8/2/2020,,
2551,5250,122000000,N,Y,34,Bronze,56,Sun,3.8,8/2/2020,,
2552,1,28000000,Y,N,61,Bronze,56,Sun,10,8/2/2020,,
2553,1,17000000,Y,N,11,No Medal,56,Sun,10,8/2/2020,,
2554,6,80000000,N,Y,34,Bronze,56,Sun,10,8/2/2020,,
2555,5,232000,Y,N,28,Bronze,56,Mon,7.9,8/3/2020,,
2556,228,12000000,N,Y,40,Bronze,56,Mon,2.5,8/3/2020,,
2557,2,806000,Y,Y,21,Bronze,56,Mon,9.7,8/3/2020,,
2558,3,7000000,Y,N,24,Bronze,56,Mon,5.3,8/3/2020,,
2559,1,4000,Y,N,132,Bronze,56,Tue,8.5,8/4/2020,,
2560,1,695,Y,N,1,No Medal,56,Tue,1.2,8/4/2020,,
2561,1,101000,Y,N,26,Bronze,56,Tue,8.8,8/4/2020,,
2562,3,2000000,Y,N,89,Bronze,56,Tue,9.1,8/4/2020,,
2563,2,212000000,Y,N,214,Silver,56,Wed,8.5,8/5/2020,,
2564,413704,1000000000,Y,Y,312,Gold,56,Wed,9.4,8/5/2020,,
2565,2,90000,Y,N,126,Bronze,56,Wed,10,8/5/2020,,
2566,1,16000,N,Y,60,Silver,56,Wed,10,8/5/2020,,
2567,1,56000,Y,N,79,No Medal,56,Wed,4.7,8/5/2020,,
2568,1,422000,Y,N,55,Silver,56,Wed,10,8/5/2020,,
2569,1,3000,Y,N,8,No Medal,56,Wed,3.5,8/5/2020,,
2570,102,6000000,N,Y,13,Bronze,56,Wed,6.3,8/5/2020,,
2571,1,9000,Y,N,405,Gold,56,Thu,10,8/6/2020,,
2572,1,49000,Y,N,24,Bronze,56,Thu,4.7,8/6/2020,,
2573,45500,69000000,N,Y,16,Bronze,56,Thu,8.1,8/6/2020,,
2574,3600,28000000,N,Y,24,No Medal,56,Thu,5,8/6/2020,,
2575,1,24000000,Y,N,14,No Medal,56,Thu,10,8/6/2020,,
2576,1,2000,Y,N,26,No Medal,56,Thu,8.8,8/6/2020,,
2577,4738,243000000,N,Y,20,No Medal,56,Thu,2.5,8/6/2020,,
2578,6,20000000,Y,N,1856,Gold,56,Fri,10,8/7/2020,,
2579,1,663000,Y,N,103,Silver,56,Fri,10,8/7/2020,,
2580,4660,48000000,N,Y,40,Bronze,56,Fri,8.1,8/7/2020,,
2581,11,2000000,Y,Y,22,Bronze,56,Fri,8.8,8/7/2020,,
2582,26574,4000000000,N,Y,22,Bronze,56,Fri,6.9,8/7/2020,,
2583,1,715,Y,N,31,Bronze,56,Fri,10,8/7/2020,,
2584,1,3000,Y,N,2,No Medal,56,Fri,2.9,8/7/2020,,
2585,1,50000000,Y,N,11,No Medal,56,Fri,9.4,8/7/2020,,
2586,1,12000,Y,N,101,Silver,56,Sat,8.2,8/8/2020,,
2587,1,148000,N,Y,56,Silver,56,Sat,2.9,8/8/2020,,
2588,1,333,Y,N,7,Bronze,56,Sun,1.8,8/9/2020,,
2589,1638,74000000,N,Y,261,Gold,56,Mon,8.8,8/10/2020,,
2590,2,15000000,Y,N,42,Bronze,56,Mon,9.4,8/10/2020,,
2591,5,170000,Y,Y,20,Bronze,56,Mon,4.1,8/10/2020,,
2592,88,3000000000,Y,N,19,Bronze,56,Mon,9.1,8/10/2020,,
2593,1,1000,Y,N,6,No Medal,56,Mon,4.7,8/10/2020,,
2594,4,380000,Y,Y,1,No Medal,56,Tue,4.1,8/11/2020,,
2595,1,376000,Y,N,10,No Medal,56,Tue,10,8/11/2020,,
2596,666,224000000,N,Y,30,No Medal,56,Tue,4.4,8/11/2020,,
2597,1,914,Y,N,91,Gold,56,Tue,10,8/11/2020,,
2598,2,607,Y,N,5,No Medal,56,Tue,3.5,8/11/2020,,
2599,25,39000,N,Y,93,Silver,56,Tue,10,8/11/2020,,
2600,1082,2000000,N,Y,10,No Medal,56,Wed,1.9,8/12/2020,,
2601,2,196000,Y,Y,16,No Medal,56,Wed,6.5,8/12/2020,,
2602,1,998000,N,Y,6,No Medal,56,Wed,0.6,8/12/2020,,
2603,39370,4000000000,N,Y,39,Bronze,56,Wed,8.8,8/12/2020,,
2604,1,103000,Y,N,393,Gold,56,Thu,8.5,8/13/2020,,
2605,1504,3000000000,Y,Y,80,Silver,56,Thu,7.6,8/13/2020,,
2606,2,961000,Y,N,77,Silver,56,Thu,9.4,8/13/2020,,
2607,1,2000000000,N,Y,9,Bronze,56,Thu,3.8,8/13/2020,,
2608,3,373000,Y,N,36,Bronze,56,Thu,10,8/13/2020,,
2609,1,2000,Y,N,247,Gold,56,Fri,10,8/14/2020,,
2610,2,2000000,N,Y,3,No Medal,56,Fri,2.5,8/14/2020,,
2611,1,299,Y,N,11,No Medal,56,Fri,2.9,8/14/2020,,
2612,2,3000,Y,N,25,Bronze,56,Fri,9.4,8/14/2020,,
2613,2,13000,Y,N,74,Silver,56,Sat,10,8/15/2020,,
2614,1,8000000,N,Y,41,Silver,56,Sat,5.6,8/15/2020,,
2615,1,136000,Y,N,19,No Medal,56,Sat,7.6,8/15/2020,,
2616,1,219000000,N,Y,0,No Medal,56,Sat,1.9,8/15/2020,,
2617,1,8000,Y,N,28,Bronze,56,Sat,10,8/15/2020,,
2618,2,12000000,Y,N,13,Bronze,56,Sat,5.9,8/15/2020,,
2619,1,1000,Y,N,3,No Medal,56,Sat,1.2,8/15/2020,,
2620,2,6000,Y,N,114,Bronze,56,Sun,10,8/16/2020,,
2621,1,11000,Y,N,56,Bronze,56,Sun,10,8/16/2020,,
2622,1,28000,Y,N,41,Silver,56,Sun,6.2,8/16/2020,,
2623,5856,1000000000,N,Y,102,Silver,56,Mon,8.1,8/17/2020,,
2624,10,9000000,Y,N,30,Bronze,56,Mon,7.1,8/17/2020,,
2625,1,8000,Y,N,49,Silver,56,Mon,10,8/17/2020,,
2626,2,420000,Y,Y,36,Bronze,56,Mon,5.3,8/17/2020,,
2627,2,25000,Y,N,5,No Medal,56,Mon,9.1,8/17/2020,,
2628,4,2000000,Y,N,816,Gold,56,Tue,10,8/18/2020,,
2629,1,26000,Y,N,55,Bronze,56,Tue,9.4,8/18/2020,,
2630,57178,16000000000,N,Y,44,Bronze,56,Tue,2.5,8/18/2020,,
2631,2,12000000,Y,N,43,Silver,56,Tue,10,8/18/2020,,
2632,2,30000,Y,Y,7,No Medal,56,Tue,7.6,8/18/2020,,
2633,6690,587000000,N,Y,17,No Medal,56,Tue,5.6,8/18/2020,,
2634,1,108000,Y,N,26,Bronze,56,Tue,10,8/18/2020,,
2635,2,7000,Y,N,27,Bronze,56,Tue,10,8/18/2020,,
2636,2,5000,Y,N,12,Bronze,56,Tue,3.5,8/18/2020,,
2637,1,4000000,Y,N,92,Silver,56,Wed,10,8/19/2020,,
2638,2,332000,Y,N,11,No Medal,56,Wed,10,8/19/2020,,
2639,1,3000000,Y,N,35,Silver,56,Thu,5.9,8/20/2020,,
2640,1,3000,Y,N,9,Bronze,56,Thu,2.9,8/20/2020,,
2641,100016,11000000000,N,Y,47,Bronze,56,Thu,9.4,8/20/2020,,
2642,4738,243000000,N,Y,2,No Medal,56,Thu,6.9,8/20/2020,,
2643,80,720000,Y,Y,413,Gold,56,Fri,9.1,8/21/2020,,
2644,1000,124000000,N,Y,189,Silver,56,Fri,9.4,8/21/2020,,
2645,4,2000000,Y,N,56,Bronze,56,Fri,10,8/21/2020,,
2646,1,36000,Y,N,26,No Medal,56,Fri,7.6,8/21/2020,,
2647,1,4000,Y,N,11,No Medal,56,Fri,2.4,8/21/2020,,
2648,1658,3000000000,N,Y,12,No Medal,56,Fri,8.1,8/21/2020,,
2649,1,12000,Y,N,16,Bronze,56,Fri,8.5,8/21/2020,,
2650,1298,30000000000,Y,Y,28,Bronze,56,Fri,7.6,8/21/2020,,
2651,1,9000,Y,N,4,No Medal,56,Fri,4.7,8/21/2020,,
2652,13327,7000000000,N,Y,32,Bronze,56,Sat,8.8,8/22/2020,,
2653,2,10000000,N,Y,20,Bronze,56,Sat,10,8/22/2020,,
2654,1,3000,Y,N,115,Bronze,56,Sun,9.4,8/23/2020,,
2655,27,19000000000,Y,Y,38,No Medal,56,Sun,8.2,8/23/2020,,
2656,1,5000,Y,N,20,Bronze,56,Sun,4.7,8/23/2020,,
2657,87920,7000000000,Y,Y,0,No Medal,56,Sun,2.4,8/23/2020,,
2658,1,37000,Y,N,166,Silver,56,Mon,9.7,8/24/2020,,
2659,1,5000000,N,Y,18,No Medal,56,Mon,0.6,8/24/2020,,
2660,98,97000,Y,N,39,Bronze,56,Mon,8.2,8/24/2020,,
2661,3,149000,Y,N,5,No Medal,56,Mon,7.6,8/24/2020,,
2662,5,91000000,Y,N,43,Bronze,56,Mon,7.9,8/24/2020,,
2663,2,152000,Y,N,17,No Medal,56,Mon,10,8/24/2020,,
2664,14,110000000,Y,N,30,Bronze,56,Tue,10,8/25/2020,,
2665,1044,32000000,Y,Y,28,Bronze,56,Tue,9.4,8/25/2020,,
2666,1,17000,Y,N,6,No Medal,56,Tue,8.8,8/25/2020,,
2667,1,24000000,Y,N,15,No Medal,56,Tue,4.1,8/25/2020,,
2668,3,8000,Y,N,7,No Medal,56,Tue,8.8,8/25/2020,,
2669,2,53000,Y,N,56,Bronze,56,Wed,8.2,8/26/2020,,
2670,2,809000,Y,N,82,Silver,56,Wed,8.2,8/26/2020,,
2671,2,11000,Y,N,44,Bronze,56,Wed,8.2,8/26/2020,,
2672,175916,4000000000,Y,Y,25,Bronze,56,Wed,8.2,8/26/2020,,
2673,3,414000,Y,Y,6,No Medal,56,Wed,10,8/26/2020,,
2674,5,353000,Y,N,45,Bronze,56,Thu,9.7,8/27/2020,,
2675,4,3000000,Y,Y,183,Gold,56,Thu,10,8/27/2020,,
2676,1,70000,Y,N,20,Bronze,56,Thu,5.9,8/27/2020,,
2677,1,810,Y,N,10,Bronze,56,Thu,1.8,8/27/2020,,
2678,1,2000,Y,N,33,Bronze,56,Thu,10,8/27/2020,,
2679,3,107000,Y,N,104,Silver,56,Fri,10,8/28/2020,,
2680,1,8000000,Y,N,22,Bronze,56,Fri,10,8/28/2020,,
2681,3,125000,Y,N,56,Bronze,56,Fri,7.1,8/28/2020,,
2682,15115,909000000,Y,Y,150,Silver,56,Sat,8.8,8/29/2020,,
2683,4,7000000,Y,N,252,Gold,56,Sat,10,8/29/2020,,
2684,1,3000000,Y,N,146,Gold,56,Sat,10,8/29/2020,,
2685,3,2000000,Y,Y,15,No Medal,56,Sat,6.5,8/29/2020,,
2686,4,7000000,Y,N,17,Bronze,56,Sat,10,8/29/2020,,
2687,1,14000000,Y,N,35,Bronze,56,Sat,7.4,8/29/2020,,
2688,983,275000000,N,Y,58,Bronze,56,Sun,9.4,8/30/2020,,
2689,1,29000000,Y,N,510,Gold,56,Sun,10,8/30/2020,,
2690,3,304000,N,Y,2,No Medal,56,Sun,1.9,8/30/2020,,
2691,1,9000,Y,N,9,No Medal,56,Sun,8.2,8/30/2020,,
2692,1,298000,Y,N,125,Gold,56,Mon,10,8/31/2020,,
2693,3,591000,Y,N,10,Bronze,56,Mon,10,8/31/2020,,
2694,1,27000,Y,N,14,Bronze,57,Tue,9.4,9/1/2020,,
2695,5,246000000,Y,N,10,No Medal,57,Tue,9.4,9/1/2020,,
2696,5840,1000000000,N,Y,26,Bronze,57,Tue,6.3,9/1/2020,,
2697,1,982,Y,N,9,Bronze,57,Tue,9.7,9/1/2020,,
2698,1,66000000,Y,N,260,Gold,57,Wed,10,9/2/2020,,
2699,1,76000,Y,N,32,Bronze,57,Wed,7.9,9/2/2020,,
2700,2,232000,Y,N,42,Bronze,57,Wed,7.4,9/2/2020,,
2701,1,8000,Y,N,173,Silver,57,Thu,10,9/3/2020,,
2702,173,4000000000,N,Y,9,No Medal,57,Thu,3.1,9/3/2020,,
2703,1,3000000,N,Y,8,No Medal,57,Thu,4.7,9/3/2020,,
2704,1,1000,Y,N,10,No Medal,57,Thu,2.9,9/3/2020,,
2705,163961,27000000000,N,Y,140,Gold,57,Fri,6.9,9/4/2020,,
2706,1,70000,N,Y,127,Silver,57,Fri,8.8,9/4/2020,,
2707,10,11000,N,Y,100,Gold,57,Fri,3.1,9/4/2020,,
2708,9120,2000000000,N,Y,4,No Medal,57,Fri,3.1,9/4/2020,,
2709,1,3000000,Y,N,19,No Medal,57,Fri,2.9,9/4/2020,,
2710,6,275000,Y,N,175,Gold,57,Sat,9.7,9/5/2020,,
2711,1,18000,Y,N,66,Bronze,57,Sat,10,9/5/2020,,
2712,1,179000,Y,N,28,Bronze,57,Sat,10,9/5/2020,,
2713,1,1000,Y,N,7,No Medal,57,Sat,7.1,9/5/2020,,
